emri_mbiemri,nr_vezhguesi,komuna,emri_qv,nr_qv,nr_vv,pyetja_1,pyetja_4,pyetja_5,pyetja_3,pyetja_2,pyetja_6,pyetja_femra,pyetja_8,pyetja_9,pyetja_10,pyetja_11,pyetja_12,pyetja_13,pyetja_14,pyetja_15,pyetja_17,pyetja_18,pyetja_19,pyetja_20,10_21,12_21,16_21,19_21,pyetja_22,pyetja_23,pyetja_24,pyetja_25,pyetja_26,pyetja_27,pyetja_28,pyetja_29,pyetja_30,pyetja_31,pyetja_32,pyetja_33,pyetja_34,pyetja_35,pyetja_36,pyetja_36a,pyetja_37,pyetja_38,pyetja_39,pyetja_40,pyetjaj_41,pyetja_42,pyetja_43,pyetja_44,pyetja_45,pyetja_46,pyetja_47,pyetja_48,pyetja_49,pyetja_50,pyetja_51,pyetja_52,pyetja_53,pyetja_54,pyetja_55,pyetjaj_56,pyetja_57,pyetja_58,pyetja_59,pytja_kusht1,pytja_kusht2,pytja_kusht3,pytja_60,pytja_61,pytja_62
,,Skënderaj,Shkolla e Mesme Teknike 'Anton Çetta',2101b,03R,1,1,06:15,,0,7,1,0,0,3,1,1,1,1,7,1,1,1,1,50,150,269,366,0,0,12,1,0,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,2,1,4,2,0,0,0,,,0
,,Ferizaj,Shkolla Fillore 'Ahmet Hoxha',2501y,11D,1,1,06:15,,2,7,4,0,0,3,1,1,1,1,7,1,1,1,1,34,94,160,237,8,52,16,1,1,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,52,52,1,,,0
,,Prizren,Shkolla Fillore 'Zenun Çoçaj',2015a,01R,1,1,06:00,,0,5,2,0,0,2,1,1,1,1,7,1,1,1,1,40,94,222,282,0,0,4,1,2,2,2,2,2,2,2,2,2,0,0,0,0,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,2,,,0
,,Ferizaj,Shkolla e Mesme 'Faik Konica',2503d,03R,1,1,06:25,,0,6,1,0,0,3,1,1,1,1,7,1,1,1,1,67,121,238,348,2,0,14,1,2,2,2,2,2,2,1,2,2,2,0,0,2,19:05,2,0,1,2,2,2,0,1,0,2,2,2,0,0,0,0,0,1,2,3,0,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Sharr',2066a,01D,2,1,06:50,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,14,30,109,226,15,16,31,2,2,1,2,2,2,2,2,2,2,0,0,0,2,19:04,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,16,16,1,,,0
,,Ferizaj,Shkolla e muzikes 'Çesk Zadea',2501x,01R,0,1,06:00,,2,7,1,0,0,3,1,1,1,1,7,1,1,1,1,50,100,200,311,7,0,19,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Skënderaj,Shkolla Fillore 'Halit Geci',2115b,03R,1,1,06:00,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,45,100,250,351,0,0,29,1,1,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Ferizaj,Shkolla Fillore 'Ahmet Hoxha',2501y,10R,1,1,06:15,,0,7,1,0,0,3,1,1,1,1,7,1,1,1,1,28,90,176,259,4,0,11,1,2,1,2,2,2,2,1,2,2,1,1,1,2,19:00,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Skënderaj,Shkolla Fillore 'Halit Geci',2115b,02R,1,1,06:00,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,88,152,205,378,0,0,27,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Shtjefën Gjeçov',2024a,03D,2,1,06:00,,2,13,2,0,0,2,1,1,1,1,7,1,1,1,1,27,63,86,121,0,19,13,1,2,2,2,2,2,2,2,2,2,0,0,4,2,19:07,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,19,19,0,,,0
,,Ferizaj,Shkolla Fillore 'Ahmet Hoxha',2501y,01R,1,1,06:03,,0,7,2,0,0,3,1,1,1,1,7,1,1,1,1,22,48,213,303,14,0,21,1,1,2,2,2,2,2,1,2,2,0,0,1,2,19:00,1,2,1,2,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,,,0
,,Skënderaj,Shkolla 'Idriz Berani' ,2106b,04D,1,1,06:00,,1,6,2,0,0,3,1,1,1,1,7,1,1,1,1,110,206,366,0,0,53,0,1,2,0,2,2,2,2,2,2,2,0,0,1,2,19:00,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,53,53,1,,,0
,,Prizren,Shkolla Fillore 'Shtjefën Gjeçov',2024a,02R,2,1,06:30,,2,5,0,0,0,2,1,1,1,1,7,1,1,1,1,25,63,78,97,0,0,17,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:03,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Ferizaj,Shkolla e muzikes 'Çesk Zadea',2501x,02R,1,1,06:00,,1,6,1,0,0,2,1,1,1,1,7,1,1,1,1,43,96,215,0,0,0,20,1,2,2,2,2,2,2,1,2,2,0,0,0,0,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Sezai Surroi',2023a,04R,1,1,06:30,,2,6,0,0,0,2,1,1,1,1,7,1,1,1,1,50,78,174,277,0,0,18,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Ferizaj,Shkolla Fillore 'Muharrem Shemsedini',2528d,01R,1,1,06:10,,1,7,2,0,0,2,1,1,1,1,7,1,1,1,1,90,180,361,0,3,0,32,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Ferizaj,Shkolla Fillore 'Muharrem Shemsedini',2528d,02D,1,1,06:10,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,33,101,86,75,3,13,28,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:02,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,13,13,0,,,0
,,Ferizaj, Shkolla 'Gjon Serreçi',2502x,04R,1,1,06:05,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,54,123,279,417,19,0,17,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:09,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Sezai Surroi',2023a,02R,1,1,06:30,,2,5,1,0,0,2,1,1,1,1,7,1,1,1,1,83,160,285,327,0,0,12,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Brigada 125',2065a,02D,1,1,06:00,,1,5,0,0,0,2,1,1,1,1,7,1,1,1,1,65,120,193,255,0,18,46,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Brigada 125',2065a,01R,1,1,06:15,,1,5,1,0,0,2,1,1,1,1,7,1,1,1,1,16,62,141,205,2,0,23,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,2,4,2,0,0,0,,,0
,,Skënderaj,Shkolla 'Drenica' ,2107b,05D,1,1,06:15,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,112,240,339,419,54,54,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,19:00,2,2,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,54,54,0,,,0
,,Prizren,Shkolla Fillore 'Heronjtë e Lumes',2022a,01D,1,1,06:00,,1,6,2,0,0,2,1,1,1,1,7,1,1,1,0,37,50,107,134,6,8,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,3,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,8,8,2,,,0
,,Skënderaj,Shkolla 'Drenica' ,2107b,01R,1,1,06:00,,0,6,1,0,0,2,1,1,1,1,7,1,1,1,1,64,105,290,369,2,0,0,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,2,0,0,0,,,0
,,Prizren,Universiteti i Prizrenit 'Ukshin Hoti',2006x,04D,1,1,06:15,,1,15,4,0,0,2,1,1,1,1,7,1,1,1,1,30,88,191,272,16,15,27,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:04,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,15,15,0,,,0
,,Skënderaj,Shkolla Fillore 'Kuvendi I Drenices',2121b,01R,1,1,06:30,,1,7,3,0,0,2,1,1,1,1,7,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Fatmir Berisha',2062a,02D,1,1,06:00,,2,7,0,0,0,3,1,1,1,1,7,1,1,1,1,126,232,400,562,16,183,22,1,1,2,2,2,2,2,2,2,2,0,0,0,2,19:13,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,184,183,2,,,0
,,Prizren,Shkolla Fillore 'Fatmir Berisha',2062a,01R,1,0,06:15,,2,6,2,0,0,2,1,1,1,1,7,1,1,1,1,69,186,295,432,0,0,22,0,2,2,2,2,2,2,2,2,2,0,0,0,2,19:12,2,0,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,,,0
,,Skënderaj,Shkolla e Mesme Teknike 'Anton Çetta',2101b,05D,1,1,06:10,,1,5,2,0,0,3,1,1,1,1,7,1,1,1,1,39,104,255,367,74,74,7,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:03,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,2,74,74,0,,,0
,,Skënderaj,Shkolla Fillore  ' Idriz Berani ',2127b,01D,1,1,06:00,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,0,0,0,0,2,12,1,1,2,2,2,2,2,2,2,2,2,0,0,4,2,19:00,1,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Mitrovicë,Ekip  mobil,1119b,01D,1,1,,,0,3,0,0,0,0,1,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Skënderaj,Shkolla 'Azem Bejta' ,2105b,04D,1,1,06:20,,1,7,2,0,0,3,1,1,1,1,7,1,1,0,0,80,230,350,430,60,66,4,0,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,66,66,1,,,0
,,Mitrovicë,Shkolla Fillore 'Trepca',1130b,01D,1,1,06:00,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,15,76,110,151,0,6,14,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,6,6,1,,,0
,,Mitrovicë,Shkolla e mesme Teknike 'Arkitekt Sinani',1102b,06R,0,1,06:00,,0,7,1,0,0,2,1,1,1,1,7,1,1,1,1,50,120,245,339,0,0,11,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,1,,,0
,,Mitrovicë,Shkolla Fillore 'Fazli Graiqevci',1103b,01R,1,1,06:01,,1,7,1,0,0,3,1,1,1,1,7,1,1,1,1,60,178,287,0,0,0,26,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:05,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Ferizaj, Shkolla 'Gjon Serreçi',2502x,06R,1,1,06:10,,1,7,1,0,0,3,1,1,1,1,0,1,1,1,1,57,131,300,0,8,0,23,1,2,2,2,2,2,1,2,2,2,0,0,0,0,19:05,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,1,,,0
,,Skënderaj,Shkolla Fillore 'Abedin Rexha',2124b,02D,1,1,07:00,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,49,207,291,364,18,18,13,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Mitrovicë,Shkolla Fillore 'Sylejman Vokshi',1129b,02D,1,1,06:08,,0,7,0,0,0,2,1,1,1,1,7,1,1,1,1,78,179,267,307,0,29,34,0,0,2,2,2,2,0,0,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,29,0,0,,,0
,,Skënderaj,Shkolla 'Vëllezërit Frashëri',2102b,0,1,1,06:30,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,70,165,334,411,41,41,32,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:01,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,2,41,41,0,,,0
,,Mitrovicë,Shkolla Fillore 'Fazli Graiqevci',1103b,02R,1,1,06:00,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,76,157,273,0,0,0,26,1,2,2,2,2,2,2,1,2,2,0,0,0,0,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,,,0
,,Ferizaj,Shkolla e Mesme (ish Gjimnazi) 'Kuvendi i Arbërit',2502d,07D,1,1,06:00,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,0,33,75,133,0,7,32,11,1,2,2,2,2,2,2,2,2,2,0,0,0,2,07:12,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Mitrovicë,Shkolla Fillore 'Fazli Graiqevci',1103b,03R,0,1,06:03,,0,7,3,0,0,2,1,1,1,1,7,1,1,1,1,74,83,107,68,0,0,18,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Ferizaj,Shkolla e Mesme (ish Gjimnazi) 'Kuvendi i Arbërit',2502d,06R,1,1,06:15,,1,15,3,0,0,2,1,1,1,1,7,1,1,1,1,78,175,300,432,9,0,21,1,2,2,2,2,2,2,1,2,1,0,0,0,2,19:05,1,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Dëshmorët e Zhurit',2033a,07D,1,1,05:00,,2,8,1,0,0,2,1,1,1,1,7,1,1,1,1,54,105,191,270,0,31,25,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,31,31,0,,,0
,,Ferizaj, Shkolla 'Gjon Serreçi',2502x,03R,1,1,06:01,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,50,130,306,438,15,0,30,1,2,2,2,2,2,2,1,2,2,2,0,1,2,19:02,2,0,1,2,1,1,0,1,0,2,2,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Bajram Curri',2018a,03D,1,1,06:00,,1,4,0,0,0,2,1,1,1,1,7,1,1,1,1,34,75,178,246,6,32,11,0,2,2,2,2,2,2,2,2,2,0,0,0,0,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,2,32,32,1,,,0
,,Ferizaj,Shkolla e Mesme 'Faik Konica',2503d,02R,1,1,06:20,,1,7,4,0,0,3,1,1,1,1,7,1,1,1,1,60,150,307,417,7,0,28,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:05,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,3,1,4,2,0,0,0,,,0
,,Ferizaj,Shkolla Fillore 'Imri Halili',2508d,01R,1,1,06:00,,1,7,2,0,0,2,1,1,1,1,7,1,1,1,1,73,140,280,398,0,0,15,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,3,2,0,0,0,,,0
,,Ferizaj,Shkolla 'Tefik Çanga',2501d,01R,1,1,06:00,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,38,178,330,491,0,0,25,1,2,2,2,2,2,2,1,2,2,0,0,4,2,19:00,2,2,0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Mati Logoreci',2009a,03R,1,1,06:15,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,77,186,330,449,10,0,16,1,2,2,2,2,2,2,2,2,2,0,0,0,0,07:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Ferizaj,Shkolla Fillore 'Besim Rexhepi',2510d,03R,1,1,06:00,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,90,210,349,519,0,0,50,1,2,2,2,2,2,2,2,2,2,0,0,4,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Motrat Qiriazi',2004a,03R,0,0,06:40,,0,15,5,0,0,2,0,0,0,0,7,1,1,1,1,55,165,392,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:30,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Ferizaj,Shkolla 'Tefik Çanga',2501d,04R,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,83,177,334,462,0,45,42,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,44,45,1,,,0
,,Ferizaj,Shkolla Fillore 'Besim Rexhepi',2510d,02R,1,1,06:05,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,75,145,167,0,11,0,55,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Mushnikova',2011a,01R,1,1,06:10,,2,21,0,0,0,2,1,1,1,1,6,1,1,1,1,50,126,240,337,1,0,30,1,2,2,2,2,2,2,2,2,2,0,0,4,2,18:57,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,2,,,0
,,Prizren,Shkolla e Mesme '11 Marsi',2042a,09R,1,1,06:10,,2,7,5,0,0,2,1,1,1,1,7,1,1,1,1,17,58,124,185,4,0,6,1,2,2,2,2,2,2,2,2,2,1,0,0,2,19:05,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Ekrem Rexha',2040a,01R,1,1,05:55,,1,8,2,0,0,2,1,1,1,1,7,1,1,1,1,0,0,192,0,0,0,8,1,2,2,2,2,2,2,2,2,2,0,0,0,0,19:04,1,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Svjetlost',2067a,01R,1,1,06:30,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,11,34,76,116,0,0,4,1,2,2,2,2,2,1,2,2,2,0,0,0,2,19:10,2,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,3,2,0,0,0,,,0
,,Ferizaj,Shkolla Fillore 'Jeta e Re',2507d,01R,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,63,154,300,446,0,0,35,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:05,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Prizren,Shkolla Fillore 'Nefit Jusufi',2038a,02D,1,1,06:02,,1,8,1,0,0,2,1,1,1,1,7,1,1,1,1,41,96,173,0,22,28,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,28,28,0,,,0
,,Ferizaj,Shkolla Fillore 'Dy Dëshmorët',2513d,02R,1,1,07:00,,1,16,9,0,0,2,1,1,1,1,7,1,1,1,1,85,180,300,417,3,0,30,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,2,0,0,0,,,0
,,Ferizaj,Shkolla Fillore 'Halit Ibishi',2531d,02D,1,1,06:20,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,77,104,192,260,14,14,24,1,2,2,2,2,2,2,1,2,2,0,0,4,2,19:00,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,14,14,1,,,0
,,Mitrovicë,Shkolla Fillore 'Sylejman Vokshi',1129b,01R,1,1,06:05,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,50,116,173,236,9,0,43,1,2,2,2,2,2,2,2,2,1,0,0,1,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,,,0
,,Mitrovicë,Shkolla 'Skenderbeu',1105b,03R,1,1,06:00,,2,7,3,0,0,2,1,1,1,1,7,1,1,1,1,60,131,259,357,0,0,24,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Mitrovicë,Shkolla Fillore 'Andon Zako Cajupi',1109b,02R,1,1,05:45,,2,7,3,0,0,2,1,1,1,1,7,1,1,1,1,107,202,272,349,3,0,31,1,2,2,2,2,2,2,1,2,1,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Mitrovicë,Shkolla 'Skenderbeu',1105b,01R,1,1,006:05,,2,7,5,0,0,3,1,1,1,1,7,1,1,1,1,86,158,285,373,5,0,14,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Mitrovicë,Shkolla 'Elena Gjika',1116b,01R,1,1,06:00,,2,7,3,0,0,3,1,1,1,1,7,1,1,1,1,20,110,170,300,0,0,24,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2,,,0
,,Mitrovicë,Shkolla 'Elena Gjika',1116b,03D,1,1,06:10,,1,7,0,0,0,3,1,1,1,1,7,1,1,1,1,42,87,149,213,23,43,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,2,4,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,43,43,1,,,0
,,Mitrovicë,Shkolla 'Elena Gjika',1116b,02R,1,1,06:00,,2,7,2,0,0,3,1,1,1,1,7,1,1,1,1,79,120,189,297,0,0,12,1,2,2,2,2,2,2,2,2,2,0,0,0,0,19:35,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Mitrovicë,Shkolla 'Abdullah Shabani',1102x,03R,1,1,05:50,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,46,86,195,289,2,0,6,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:03,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Mitrovicë,Shkolla 'Abdullah Shabani',1102x,08R,1,1,06:20,,2,6,2,0,0,3,1,1,1,1,7,1,1,1,1,49,92,221,318,5,0,7,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,,,0
,,Lipjan,Shkolla Fillore' Idriz Ajeti',1324e,03D,1,1,06:05,,1,7,2,0,0,2,1,1,1,1,7,1,1,1,1,72,122,221,307,16,16,34,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,16,14,1,,,0
,,Mitrovicë,Shkolla 'Abdullah Shabani',1102x,01R,1,1,06:10,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,90,191,270,329,5,0,7,1,2,2,2,2,2,2,1,2,2,3,0,0,2,19:00,0,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Lipjan,Shkolla Fillore' Idriz Ajeti',1324e,02R,1,0,06:00,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,41,135,246,333,6,0,31,1,2,0,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,3,2,0,0,0,,,0
,,Mitrovicë,Shkolla 'Abdullah Shabani',1102x,04R,1,1,06:15,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,38,102,225,0,10,0,3,0,2,2,2,2,2,2,1,2,2,0,0,0,2,19:03,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Ferizaj,Shkolla Fillore 'Halit Ibishi',2531d,01R,1,1,06:25,,2,16,3,0,0,2,1,1,1,1,7,1,1,1,1,85,137,221,281,0,0,28,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,1,2,1,1,0,1,0,2,2,1,0,0,0,0,0,1,1,3,2,0,0,1,,,0
,,Ferizaj,Shkolla Fillore 'Imri Halili',2508d,02R,1,1,06:00,,2,3,0,0,0,2,1,1,1,1,7,1,1,1,1,50,157,294,413,0,0,42,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Mitrovicë,Shkolla 'Abdullah Shabani',1102x,06R,1,1,06:00,,2,7,1,0,0,3,1,1,1,1,7,1,1,1,1,50,102,226,325,5,0,11,0,2,2,2,2,2,2,1,2,2,0,0,0,2,19:03,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
